scenario_id,seed,client_count,partition,policy_profile,attack_type,method,round,aggregation_status,included_clients,excluded_clients,approval_rate,global_accuracy,global_macro_f1,global_demographic_parity_gap,global_equal_opportunity_gap,global_equalized_odds_gap,global_subgroup_accuracy_gap
adversarial,10004,10,joint_dirichlet_0.3,submitted,none,B0,2,updated,9,1,0.9,0.7708287292817679,0.5184020566023386,0.029144038027700755,0.07537791986412992,0.07537791986412992,0.16982420299504686
adversarial,10004,10,joint_dirichlet_0.3,submitted,none,B0,3,updated,9,1,0.9,0.7717127071823204,0.524724552086069,0.033723691282525746,0.0847626956722634,0.0847626956722634,0.16851573063652547
adversarial,10004,10,joint_dirichlet_0.3,submitted,none,B0,4,updated,9,1,0.9,0.7725966850828729,0.5302969547947797,0.03664079135837792,0.09310471861282649,0.09310471861282649,0.16619894127829193
adversarial,10004,10,joint_dirichlet_0.3,submitted,none,B0,5,updated,9,1,0.9,0.7750276243093923,0.5398335730839927,0.040539245703121174,0.0996297290715753,0.0996297290715753,0.1636089592920701
adversarial,10004,10,joint_dirichlet_0.3,submitted,label_flip,B0,1,updated,9,1,0.9,0.7787845303867403,0.5574745069304513,0.04190520884306265,0.07752586589074198,0.07752586589074198,0.16208121976720247
adversarial,10004,10,joint_dirichlet_0.3,submitted,label_flip,B0,2,updated,9,1,0.9,0.7812154696132597,0.569047619047619,0.04705821008468526,0.08223386386767655,0.08223386386767655,0.15949123778098062
adversarial,10004,10,joint_dirichlet_0.3,submitted,label_flip,B0,3,updated,9,1,0.9,0.7812154696132597,0.573208538134802,0.05128378251905886,0.08354510998857342,0.08354510998857342,0.16049955478069267
adversarial,10004,10,joint_dirichlet_0.3,submitted,label_flip,B0,4,updated,9,1,0.9,0.7832044198895027,0.5813607462695435,0.055836473043062815,0.09007012044732224,0.09007012044732224,0.15856380897373168
adversarial,10004,10,joint_dirichlet_0.3,submitted,label_flip,B0,5,updated,9,1,0.9,0.7869613259668509,0.5960010017315434,0.060935548823043376,0.10103463562967911,0.10103463562967911,0.1519944844503034
adversarial,10004,10,joint_dirichlet_0.3,submitted,sign_flip,B0,1,updated,9,1,0.9,0.7787845303867403,0.5574745069304513,0.04190520884306265,0.07752586589074198,0.07752586589074198,0.16208121976720247
adversarial,10004,10,joint_dirichlet_0.3,submitted,sign_flip,B0,2,updated,9,1,0.9,0.7814364640883978,0.5686921311522493,0.04708517281550628,0.08119111100010616,0.08119111100010616,0.1601724366910623
